fecha,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
2018-07-07,54,59,62,71,55,87,85,44,16,57,62,52,89,9,28,86,93,42,19,42
2018-07-08,45,51,27,31,65,62,66,37,33,35,95,39,60,52,87,36,43,84,16,59
2018-07-09,39,98,72,1,83,70,56,23,14,62,43,86,26,63,24,63,4,39,17,60
2018-07-10,31,77,11,55,59,2,3,30,60,96,9,70,69,66,51,96,50,83,26,80
2018-07-11,99,91,30,84,9,67,34,65,41,0,23,4,42,84,73,78,80,37,50,50
2018-07-12,11,59,72,61,74,11,76,20,87,24,49,48,26,36,18,57,91,31,50,86
2018-07-13,45,83,44,44,15,12,61,82,13,91,35,42,89,89,52,27,17,27,78,32
2018-07-14,69,19,47,35,50,56,99,89,69,15,91,89,88,47,17,75,38,34,39,55
2018-07-15,33,68,64,50,5,93,41,44,45,36,67,1,87,10,99,62,6,56,33,95
2018-07-16,75,50,42,99,66,51,39,32,70,58,84,55,58,47,76,41,85,32,69,89
2018-07-17,76,34,70,20,5,79,80,2,94,44,90,78,90,83,97,62,22,38,75,15
2018-07-18,92,20,87,48,84,95,42,69,22,80,81,29,2,43,17,81,26,94,97,90
2018-07-19,59,26,80,70,97,37,5,99,83,22,72,0,55,36,38,24,27,45,24,46
2018-07-20,57,71,67,24,3,83,87,97,95,63,89,44,78,95,79,41,37,29,36,82
2018-07-21,70,24,71,37,55,37,52,72,73,75,39,69,23,47,58,68,91,30,84,31
2018-07-22,55,82,72,86,81,27,99,93,43,4,30,83,95,83,39,5,51,37,12,10
2018-07-23,15,20,75,38,43,59,96,75,64,74,71,69,49,56,46,39,27,35,42,57
2018-07-24,49,10,33,37,70,33,0,8,49,18,49,57,93,65,3,38,79,26,92,52
2018-07-25,9,24,90,99,86,32,76,22,38,69,96,43,49,22,40,6,85,2,68,27
2018-07-26,47,28,40,54,64,94,33,58,90,29,86,95,84,56,72,48,59,97,25,79
2018-07-27,50,17,64,79,56,83,36,91,64,80,27,44,90,5,40,78,74,85,73,94
2018-07-28,49,62,84,70,10,36,55,75,54,77,83,26,61,55,22,48,54,81,46,8
2018-07-29,48,83,57,31,92,15,32,43,73,83,5,79,72,89,90,77,19,31,93,59
2018-07-30,53,91,87,72,88,11,75,96,4,22,79,52,8,26,32,32,87,66,73,1
2018-07-31,42,31,85,95,42,97,1,32,77,36,92,21,79,20,19,44,94,58,63,0
2018-08-01,5,6,81,23,32,60,58,41,0,44,73,23,70,1,90,95,0,45,41,84
2018-08-02,54,61,20,7,69,62,83,84,63,53,91,80,88,99,40,71,68,17,63,42
2018-08-03,45,18,74,69,53,15,55,10,33,37,88,41,59,87,42,88,13,36,9,56
2018-08-04,95,65,62,27,93,47,26,98,42,37,3,17,80,48,95,8,61,71,62,52
2018-08-05,57,68,86,33,45,63,31,17,96,19,23,61,7,3,6,12,42,82,34,42
2018-08-06,60,30,43,38,34,38,1,88,97,86,0,75,57,9,93,77,14,96,12,45
2018-08-07,15,15,96,57,25,77,87,91,93,90,63,34,92,12,16,43,28,61,90,49
2018-08-08,55,42,70,10,4,64,53,40,33,5,68,42,44,89,73,21,65,13,19,71
2018-08-09,12,28,89,73,92,88,31,63,37,69,34,0,9,77,8,59,85,74,41,20
2018-08-10,92,56,40,94,21,44,10,12,39,69,33,68,80,87,4,77,14,69,37,70
2018-08-11,21,64,12,16,61,33,70,68,62,73,79,91,8,57,74,21,26,26,57,36
2018-08-12,66,61,65,25,76,66,13,20,30,93,32,1,14,3,40,79,45,83,4,46
2018-08-13,78,67,85,27,50,67,16,81,31,9,76,70,88,89,27,64,99,24,47,91
2018-08-14,10,92,48,89,62,67,77,6,62,92,95,96,64,63,55,60,61,4,8,61
2018-08-15,31,30,19,80,96,62,94,88,21,15,21,9,58,28,91,61,35,98,95,77
2018-08-16,79,97,60,88,6,55,50,3,8,2,29,5,42,81,61,67,3,83,14,30
2018-08-17,51,92,99,78,72,52,66,14,26,98,97,32,24,22,48,22,64,7,10,27
2018-08-18,77,32,47,65,78,30,73,28,64,45,92,98,77,91,13,65,19,27,52,74
2018-08-19,72,86,55,92,88,84,22,53,73,97,1,32,34,28,81,4,35,71,40,14
2018-08-20,61,52,98,74,98,18,76,55,71,46,21,4,83,81,16,64,73,55,31,88
2018-08-21,64,72,65,72,14,92,28,83,89,65,59,10,43,61,8,11,99,33,34,25
2018-08-22,64,47,79,51,1,48,5,82,11,21,45,19,53,46,95,8,57,72,12,63
2018-08-23,86,78,93,72,39,92,22,58,76,87,91,8,72,20,77,70,18,83,46,54
2018-08-24,97,65,58,1,19,2,33,34,53,68,17,60,91,18,65,4,53,74,3,33
2018-08-25,87,22,72,61,16,74,53,11,94,49,74,21,13,74,67,27,74,50,34,78
2018-08-26,61,50,77,54,93,81,35,46,95,89,19,27,36,87,92,80,27,88,3,42
2018-08-27,37,53,56,22,20,80,7,49,19,31,27,70,45,29,83,8,76,24,91,0
2018-08-28,55,62,57,81,11,41,86,88,49,55,76,77,88,84,41,64,48,11,82,60
2018-08-29,5,67,28,6,60,73,51,0,57,0,92,26,87,1,9,45,75,94,52,35
2018-08-30,4,58,38,90,48,76,84,9,44,89,42,56,87,23,89,39,59,32,52,4
2018-08-31,6,41,33,61,3,16,20,44,24,13,59,74,68,27,85,61,61,21,24,47
2018-09-01,23,68,30,15,15,12,43,0,54,29,55,93,86,57,41,69,92,48,9,76
2018-09-02,1,76,8,10,78,68,56,82,85,45,99,35,17,84,41,87,6,11,4,60
2018-09-03,83,40,9,37,34,64,65,10,42,64,25,40,61,40,3,22,77,24,81,46
2018-09-04,47,77,38,23,10,67,46,80,45,41,29,19,83,9,90,2,52,5,77,21
2018-09-05,56,91,64,17,79,44,1,48,81,42,75,70,45,32,72,36,17,32,87,28
2018-09-06,23,13,5,97,53,72,77,35,79,96,74,71,43,84,8,74,36,56,89,60
2018-09-07,2,72,92,64,86,82,86,34,47,84,91,14,18,34,77,87,58,11,30,85
2018-09-08,34,10,30,80,49,17,31,95,43,44,15,30,81,78,43,89,38,86,3,34
2018-09-09,85,90,75,66,81,70,25,46,66,58,88,47,17,21,84,0,86,5,39,80
2018-09-10,40,82,10,51,58,89,9,33,65,97,84,84,51,56,85,86,80,81,87,11
2018-09-11,29,97,54,17,50,64,82,81,4,45,2,88,17,62,57,62,56,71,62,9
2018-09-12,36,54,32,76,31,82,14,76,18,52,32,63,21,79,57,95,71,60,82,21
2018-09-13,63,39,74,2,42,65,46,23,46,84,20,36,99,91,3,53,6,92,44,41
2018-09-14,27,56,14,79,49,56,84,18,17,42,78,5,79,50,56,56,5,24,75,41
2018-09-15,56,94,4,44,36,10,95,96,31,94,3,98,83,21,59,79,31,35,62,14
2018-09-16,11,24,74,36,50,19,19,65,10,66,40,67,38,84,5,89,26,4,56,22
2018-09-17,45,80,79,60,97,46,3,81,22,17,7,32,32,30,59,75,93,9,15,58
2018-09-18,9,37,62,78,21,66,64,85,31,75,75,23,62,67,27,45,43,77,0,50
2018-09-19,18,64,68,50,54,31,31,74,13,77,65,88,26,50,3,91,67,62,73,28
2018-09-20,60,80,9,95,89,96,80,29,58,12,75,15,86,24,16,7,71,18,19,16
2018-09-21,30,94,48,26,17,1,36,11,2,10,31,75,6,67,62,88,18,79,86,97
2018-09-22,80,12,94,81,21,16,93,15,77,40,72,9,72,51,90,18,10,19,7,98
2018-09-23,12,20,80,24,22,67,39,83,63,28,59,86,36,73,41,54,73,6,45,9
2018-09-24,72,60,32,7,92,31,27,10,57,26,84,68,0,56,23,1,61,20,89,57
2018-09-25,20,97,54,16,51,95,42,42,46,28,16,57,89,73,9,40,0,30,66,29
2018-09-26,84,47,66,88,68,89,80,56,29,29,87,5,94,32,73,33,95,3,35,86
2018-09-27,27,27,89,83,10,58,22,21,61,12,46,25,85,55,21,92,82,26,96,26
2018-09-28,29,38,16,68,55,89,24,17,35,14,94,71,79,74,24,14,42,82,33,0
2018-09-29,66,20,54,1,50,39,88,72,3,78,79,66,92,80,21,38,34,50,95,61
2018-09-30,31,94,70,26,90,34,51,47,92,26,33,66,88,11,20,94,77,34,35,46
2018-10-01,67,56,77,5,81,5,88,4,12,18,22,40,65,89,52,53,31,80,11,30
2018-10-02,9,21,58,12,10,82,11,60,35,89,70,5,89,41,29,67,71,30,35,15
2018-10-03,59,95,41,99,17,79,92,68,10,32,8,60,99,37,16,26,57,56,22,75
2018-10-04,8,62,42,12,63,67,44,79,50,28,95,94,9,94,77,10,51,3,58,93
2018-10-05,36,50,22,54,80,21,55,35,74,70,69,37,59,65,68,57,86,24,5,96
2018-10-06,6,90,61,91,56,82,72,52,36,0,25,95,27,75,50,30,99,4,58,46
2018-10-07,7,21,69,10,80,62,10,28,13,79,53,0,54,48,64,3,3,34,68,66
2018-10-08,27,21,68,2,55,42,23,52,21,56,14,40,51,3,61,75,95,20,20,30
2018-10-09,89,40,30,74,3,54,45,62,73,32,63,52,13,88,75,92,72,24,43,38
2018-10-10,3,41,34,0,84,14,50,78,60,16,61,75,85,31,3,60,22,78,67,77
2018-10-11,96,58,90,64,18,79,69,97,24,33,82,6,63,53,16,16,81,1,74,73
2018-10-12,64,40,2,80,12,28,94,30,25,97,8,16,43,78,88,75,97,1,61,11
2018-10-13,91,93,30,82,63,10,60,97,30,0,97,41,43,71,60,30,9,82,48,67
2018-10-14,86,1,85,75,94,23,32,66,92,99,41,53,17,69,83,79,34,96,12,49
2018-10-15,55,53,75,60,7,17,53,69,51,35,5,78,49,53,46,26,27,6,70,27
2018-10-16,29,99,38,51,38,29,0,85,47,71,95,0,67,11,45,84,7,98,58,39
2018-10-17,1,58,49,21,49,1,99,33,48,78,71,88,94,18,39,68,4,71,0,91
2018-10-18,71,56,42,98,73,80,82,2,5,19,65,62,32,97,9,77,48,41,2,72
2018-10-19,77,31,51,60,36,61,43,87,71,11,79,33,93,60,2,73,13,87,94,69
2018-10-20,53,60,42,8,92,32,31,19,99,94,34,26,80,42,96,90,75,8,70,98
2018-10-21,37,88,40,97,65,9,47,4,39,91,23,95,9,66,96,65,89,99,64,78
2018-10-22,3,42,28,82,67,61,93,8,95,10,34,63,34,68,77,82,17,18,5,49
2018-10-23,13,31,84,94,82,0,56,16,37,42,94,63,26,64,95,5,81,21,15,89
2018-10-24,0,74,8,61,62,86,82,68,38,16,63,49,7,95,31,0,90,57,73,15
2018-10-25,40,64,25,70,23,20,1,28,24,76,56,17,56,22,42,88,71,65,28,12
2018-10-26,75,56,62,97,34,80,55,23,5,61,29,69,70,45,53,62,46,87,7,97
2018-10-27,3,20,70,8,26,15,72,57,6,46,20,96,10,59,48,57,95,34,74,44
2018-10-28,66,36,22,8,10,95,78,24,52,71,35,43,71,22,52,21,0,69,70,99
2018-10-29,18,73,94,64,96,99,80,99,62,49,91,83,11,30,26,85,23,30,51,7
2018-10-30,96,49,19,27,79,63,46,33,90,77,71,44,98,71,42,96,89,73,76,42
2018-10-31,50,19,59,36,34,94,16,82,28,2,4,42,45,32,66,48,7,34,10,6
2018-11-01,20,70,69,86,75,53,31,0,64,28,25,97,17,3,94,30,39,8,40,97
2018-11-02,69,47,30,36,61,25,15,69,86,90,84,53,78,92,2,41,20,99,92,80
2018-11-03,29,95,2,18,61,79,88,30,39,45,2,86,33,19,40,71,87,21,17,94
2018-11-04,55,36,19,99,71,21,9,19,24,11,22,11,37,48,45,82,25,88,90,95
2018-11-05,18,24,62,14,8,7,60,80,25,93,79,7,40,6,91,74,68,68,28,93
2018-11-06,92,73,46,4,2,13,59,79,94,17,27,5,98,78,48,57,56,25,18,29
2018-11-07,24,55,30,72,56,53,95,32,63,0,73,50,20,0,70,66,66,43,63,57
2018-11-08,23,51,51,82,43,43,98,89,24,91,13,85,18,42,98,9,83,49,11,95
2018-11-09,54,88,86,1,26,33,53,7,38,81,17,70,46,7,17,14,61,8,82,80
2018-11-10,8,88,95,4,95,27,66,17,81,84,97,99,7,65,27,12,14,93,68,5
2018-11-11,98,80,30,47,72,67,46,51,4,50,34,28,26,64,42,42,15,96,22,40
2018-11-12,19,70,43,41,87,75,51,46,95,95,70,76,89,96,8,99,70,59,41,33
2018-11-13,80,65,20,60,14,49,58,63,14,9,25,60,93,77,74,33,11,89,50,10
2018-11-14,53,67,31,0,62,4,43,82,99,37,2,49,27,89,71,40,76,34,52,92
2018-11-15,20,31,88,46,31,3,41,50,40,27,36,64,89,64,64,81,16,30,5,34
2018-11-16,99,32,85,8,45,35,20,37,65,49,84,90,48,98,7,27,41,58,54,56
2018-11-17,89,27,81,55,49,29,30,38,76,47,15,75,66,94,52,65,47,68,43,13
2018-11-18,98,72,60,48,71,12,32,12,12,2,75,22,83,90,16,70,46,91,48,37
2018-11-19,29,90,22,82,19,64,45,10,12,28,76,72,20,47,9,71,79,89,88,33
2018-11-20,25,89,14,5,31,76,69,98,35,27,37,78,21,94,51,78,82,47,74,36
2018-11-21,81,82,56,21,97,94,61,98,50,37,46,4,54,66,10,25,72,79,98,25
2018-11-22,84,17,13,72,44,79,28,21,54,11,27,16,32,76,12,61,58,53,48,66
2018-11-23,85,16,81,6,48,51,19,8,7,3,57,15,80,89,29,16,40,88,39,10
2018-11-24,98,49,34,89,92,49,30,48,21,47,22,62,75,96,84,8,21,53,25,1
2018-11-25,75,35,6,50,97,67,15,51,90,5,63,72,70,15,90,32,5,8,45,3
2018-11-26,77,86,1,81,98,3,72,99,79,50,88,70,29,22,51,37,32,17,84,70
2018-11-27,33,23,12,11,62,10,96,27,2,85,36,34,11,66,35,82,63,87,62,77
2018-11-28,69,46,68,66,0,69,26,54,11,2,1,15,1,13,55,40,98,80,14,41
2018-11-29,43,36,49,66,64,35,70,28,83,96,29,78,81,49,8,78,40,20,62,43
2018-11-30,8,98,24,51,66,11,73,64,49,52,95,91,11,36,51,91,81,38,88,37
2018-12-01,27,60,35,62,40,79,95,27,51,72,15,79,58,14,86,42,17,19,78,93
2018-12-02,37,7,10,65,37,42,33,46,64,54,16,49,46,54,11,15,53,27,62,37
2018-12-03,22,65,39,15,80,43,91,19,87,81,10,53,65,49,39,94,70,96,84,81
2018-12-04,72,64,88,61,7,58,10,94,64,55,19,51,34,67,60,49,25,52,46,85
2018-12-05,89,75,31,3,92,99,12,68,42,14,99,93,98,14,49,89,67,43,51,3
2018-12-06,61,85,0,15,51,56,34,2,74,24,64,55,43,59,69,57,55,43,43,49
2018-12-07,45,43,21,72,13,90,62,4,65,36,92,93,84,56,91,64,87,16,90,66
2018-12-08,30,99,68,90,0,55,71,1,76,65,27,68,13,82,86,48,50,40,34,87
2018-12-09,30,40,29,65,81,16,25,10,16,40,77,54,5,62,79,39,24,76,2,81
2018-12-10,80,88,8,10,87,47,39,57,5,64,94,67,46,96,68,5,67,5,30,61
2018-12-11,21,3,61,28,53,26,68,89,8,78,15,32,35,20,7,76,79,99,93,43
2018-12-12,13,1,53,86,26,19,43,89,45,72,46,37,44,76,75,43,26,13,0,11
2018-12-13,16,68,81,73,72,99,96,26,14,15,89,10,34,53,61,59,78,57,85,8
2018-12-14,85,59,22,97,93,84,91,38,22,18,87,82,98,84,63,14,16,47,76,17
2018-12-15,91,68,31,88,59,73,38,39,1,53,76,96,89,8,98,14,4,74,90,94
2018-12-16,82,20,15,5,58,48,10,46,56,72,41,31,66,68,27,1,94,75,20,56
2018-12-17,59,12,19,95,50,19,79,47,63,29,5,16,97,62,83,2,76,48,66,35
2018-12-18,62,3,4,79,12,1,91,26,58,83,74,4,56,54,35,75,96,14,14,73
2018-12-19,45,79,14,3,69,99,9,86,38,1,51,27,69,28,48,20,82,92,40,44
2018-12-20,98,14,80,56,88,29,29,32,1,16,99,24,1,27,40,54,6,79,82,21
2018-12-21,79,36,42,93,89,37,48,28,51,68,9,91,71,9,86,74,31,52,86,96
2018-12-22,28,65,86,98,7,50,87,0,43,58,52,73,6,78,28,82,41,4,96,78
2018-12-23,34,27,58,98,29,94,33,70,38,8,93,16,94,10,26,92,65,18,59,18
2018-12-24,87,4,52,6,69,93,83,37,23,12,87,8,62,36,99,50,54,91,96,58
2018-12-25,79,63,42,5,71,70,11,23,73,14,69,71,35,25,37,35,60,74,86,2
2018-12-26,72,31,83,7,55,54,32,97,10,13,64,51,26,30,15,86,56,24,39,90
2018-12-27,88,6,65,15,21,86,89,8,87,72,77,79,50,94,20,50,31,82,8,43
2018-12-28,77,31,24,26,71,28,40,54,94,79,18,88,84,74,51,6,71,51,30,0
2018-12-29,23,60,11,65,81,31,8,13,35,81,63,86,99,20,69,46,49,32,34,67
2018-12-30,62,31,11,57,73,55,0,28,77,74,1,47,43,65,12,62,94,37,33,2
2018-12-31,5,93,97,0,90,17,56,67,35,52,62,19,99,20,1,94,42,39,27,2
2019-01-01,26,39,52,45,87,91,31,95,86,92,70,19,19,90,50,89,72,21,38,96
2019-01-02,1,71,97,10,27,54,84,50,5,12,37,32,21,84,2,82,92,63,62,14
2019-01-03,56,37,22,58,0,27,65,45,14,0,27,54,53,13,61,99,58,52,62,87
2019-01-04,94,4,20,11,77,4,90,2,60,27,47,44,74,49,42,73,92,79,73,48
2019-01-05,90,48,93,80,15,4,74,68,60,97,54,34,56,2,57,90,0,84,80,10
2019-01-06,84,76,49,24,28,61,24,32,93,72,73,95,0,24,65,43,11,78,4,54
2019-01-07,56,63,31,2,88,92,48,2,58,31,18,16,17,33,28,83,49,42,14,87
2019-01-08,5,23,62,70,80,41,34,28,56,34,32,1,94,6,27,92,73,57,66,9
2019-01-09,80,25,95,23,62,54,14,36,78,21,96,29,62,61,47,65,74,61,55,60
2019-01-10,40,7,15,60,92,2,54,25,56,74,73,72,77,7,50,26,92,78,10,24
2019-01-11,45,96,10,56,34,64,64,24,78,9,81,21,58,34,60,26,56,0,37,82
2019-01-12,46,49,62,43,86,40,94,87,42,36,67,75,18,24,14,76,71,18,53,76
2019-01-13,94,17,30,34,62,13,19,78,54,16,38,13,36,40,11,5,88,88,0,64
2019-01-14,9,81,87,61,61,37,24,49,13,67,47,17,58,79,58,52,84,1,61,40
2019-01-15,19,97,40,33,16,99,85,6,56,14,71,48,11,55,91,34,5,94,14,47
2019-01-16,54,23,17,11,6,50,84,12,70,41,3,53,25,60,34,66,91,24,93,20
2019-01-17,7,19,81,67,97,70,41,89,95,79,55,82,17,90,99,66,19,14,95,87
2019-01-18,74,94,50,88,16,18,51,33,43,79,5,72,8,84,20,73,59,38,26,5
2019-01-19,35,20,13,73,21,22,34,46,51,66,58,48,39,26,70,31,84,58,63,50
2019-01-20,92,42,42,89,60,44,26,24,80,27,0,1,97,55,48,91,35,79,72,47
2019-01-21,77,96,20,1,82,40,54,22,84,72,95,47,97,51,62,67,48,56,22,36
2019-01-22,70,3,70,30,27,69,21,96,99,45,40,7,77,16,93,99,12,68,46,54
2019-01-23,17,72,16,88,45,63,92,73,54,40,46,34,94,25,40,77,36,88,24,3
2019-01-24,62,50,93,42,13,32,39,58,27,55,90,42,65,22,80,26,57,30,6,31
2019-01-25,21,89,26,97,49,22,39,18,83,11,87,4,29,13,68,51,93,36,4,76
2019-01-26,57,82,42,73,17,99,17,82,21,78,86,87,47,42,83,57,62,23,44,36
2019-01-27,66,19,40,84,54,89,23,43,50,40,68,14,51,13,62,83,1,45,49,72
2019-01-28,7,40,78,53,74,36,92,7,9,52,47,63,22,22,74,29,72,64,8,71
2019-01-29,87,81,0,53,91,59,29,19,68,77,91,90,33,60,10,9,7,92,15,48
2019-01-30,43,32,53,0,38,47,80,70,84,37,14,40,96,21,17,94,94,14,76,42
2019-01-31,49,49,96,18,77,0,62,65,75,92,75,73,25,99,46,41,50,39,59,34
2019-02-01,23,92,92,49,96,41,38,91,63,76,41,40,8,96,22,49,11,64,39,76
2019-02-02,52,12,1,21,72,82,34,53,24,88,96,75,8,43,99,22,67,93,77,60
2019-02-03,50,92,39,90,43,75,91,55,30,5,80,62,26,87,92,88,60,97,87,10
2019-02-04,98,54,92,76,64,32,2,27,68,86,0,20,67,28,14,8,63,59,85,31
2019-02-05,13,79,98,36,86,76,91,42,10,11,76,86,45,5,6,59,91,39,65,54
2019-02-06,88,83,19,67,84,93,58,17,55,66,27,97,22,91,42,0,54,62,86,54
2019-02-07,9,92,56,27,89,12,9,53,62,51,92,26,99,1,11,18,7,43,86,82
2019-02-08,74,0,86,39,73,72,17,51,92,26,71,95,36,38,45,80,43,48,22,98
2019-02-09,89,60,96,68,95,16,22,88,41,37,75,63,34,39,40,12,22,53,78,41
2019-02-10,38,65,15,38,20,65,11,44,59,83,72,94,67,34,23,5,27,13,36,70
2019-02-11,69,31,50,21,50,51,30,25,97,53,56,0,18,35,96,17,30,99,48,31
2019-02-12,63,49,95,8,79,27,80,84,84,86,71,14,5,34,49,30,74,72,97,40
2019-02-13,78,74,98,77,28,1,96,71,81,79,73,75,92,91,37,3,3,44,83,84
2019-02-14,40,30,50,83,63,13,36,55,53,83,93,10,22,39,29,40,4,6,83,10
2019-02-15,82,30,30,10,1,35,83,91,6,3,15,76,20,23,88,87,67,16,38,23
2019-02-16,67,77,14,89,46,79,5,36,1,71,7,33,78,74,64,69,65,64,34,2
2019-02-17,44,4,46,46,17,78,70,55,92,28,26,18,54,20,86,30,49,52,30,73
2019-02-18,69,76,60,46,44,71,37,43,16,67,7,99,14,38,23,29,32,71,17,26
2019-02-19,10,33,94,38,77,46,44,82,2,86,48,35,90,33,97,93,26,34,81,19
2019-02-20,73,12,20,50,74,73,60,27,41,24,27,32,59,20,4,69,2,97,35,0
2019-02-21,88,59,81,43,35,65,40,55,27,33,8,78,34,97,25,47,30,69,80,48
2019-02-22,36,74,19,59,73,26,65,73,11,32,40,77,56,44,31,0,2,24,11,11
2019-02-23,60,60,4,59,14,37,98,52,3,34,67,22,96,42,2,54,67,45,92,90
2019-02-24,13,7,31,60,60,27,95,30,80,83,9,23,21,91,35,83,47,45,90,44
2019-02-25,74,42,10,5,20,72,37,45,10,62,80,62,98,1,1,50,26,68,79,10
2019-02-26,91,2,68,38,66,9,93,93,51,50,63,58,54,58,85,61,19,91,21,16
2019-02-27,99,21,10,56,82,6,49,6,42,34,13,93,63,84,90,93,74,30,82,52
2019-02-28,27,38,30,46,78,48,26,8,85,41,44,76,84,51,63,23,93,56,71,11
2019-03-01,63,36,45,68,79,34,87,21,56,15,28,89,1,91,32,69,9,64,90,55
2019-03-02,36,79,71,11,66,66,75,31,40,96,57,50,98,22,39,75,71,96,65,31
2019-03-03,39,8,92,12,54,40,13,29,63,3,96,90,8,86,32,6,30,80,66,23
2019-03-04,71,70,74,54,81,64,12,81,32,70,67,33,16,69,84,83,62,22,31,75
2019-03-05,41,73,30,0,60,60,62,26,81,48,76,61,41,67,57,51,64,8,91,33
2019-03-06,22,77,23,99,42,29,6,4,9,0,32,31,43,23,6,7,18,31,14,36
2019-03-07,92,26,16,66,49,4,78,71,97,93,58,68,40,88,55,32,0,58,52,81
2019-03-08,18,81,1,58,39,33,43,22,18,80,22,73,71,3,88,78,79,80,58,99
2019-03-09,17,7,70,29,60,39,33,89,14,18,66,78,83,23,88,60,82,6,35,52
2019-03-10,57,9,53,66,36,50,29,87,59,55,94,66,27,64,96,2,62,15,81,64
2019-03-11,93,66,1,51,90,23,8,71,50,4,27,32,66,47,48,80,27,67,36,41
2019-03-12,55,69,94,26,10,42,54,22,89,79,49,45,4,53,59,89,50,15,18,15
2019-03-13,93,79,82,84,9,70,70,22,49,66,89,11,89,92,92,0,22,69,32,6
2019-03-14,76,2,44,94,44,91,40,34,10,35,33,84,91,2,9,64,48,29,25,22
2019-03-15,52,1,73,30,42,52,21,88,68,87,47,43,23,54,59,41,14,27,1,31
2019-03-16,58,95,17,5,29,15,69,0,98,85,49,92,62,99,27,99,18,35,93,37
2019-03-17,20,5,14,35,42,54,81,1,84,57,75,75,90,9,57,90,71,9,61,79
2019-03-18,27,63,84,52,19,54,58,40,67,43,87,79,80,52,19,72,6,51,5,52
2019-03-19,68,41,41,12,30,44,86,89,95,10,29,46,64,70,78,49,55,96,24,80
2019-03-20,71,14,92,85,77,12,13,68,10,11,40,0,72,54,7,54,5,7,48,49
2019-03-21,33,62,38,58,34,71,57,16,68,78,6,60,79,11,90,41,73,89,98,58
2019-03-22,70,25,29,85,39,82,5,21,17,52,8,34,98,79,76,13,36,68,2,43
2019-03-23,92,8,90,19,18,19,93,60,75,36,87,58,59,75,77,68,11,86,26,99
2019-03-24,38,11,31,57,39,82,68,21,53,78,89,39,92,3,67,78,42,1,68,34
2019-03-25,15,15,76,18,48,97,75,54,52,16,44,14,8,10,60,19,14,86,12,70
2019-03-26,41,57,2,0,81,47,7,34,50,13,54,52,60,81,41,88,47,45,65,61
2019-03-27,1,98,94,28,55,77,92,58,1,68,9,67,58,64,18,49,61,30,18,22
2019-03-28,85,46,66,51,83,50,9,19,1,83,66,75,71,82,98,65,25,10,58,77
2019-03-29,56,30,71,44,28,84,57,28,32,57,42,16,61,68,0,53,57,33,33,31
2019-03-30,44,81,46,99,37,69,54,76,88,51,49,94,93,99,15,0,43,73,7,37
2019-03-31,58,21,73,22,84,34,59,54,29,43,84,54,5,71,18,48,46,48,3,27
2019-04-01,5,41,62,65,6,11,66,53,83,20,12,36,63,48,9,7,67,29,66,29
2019-04-02,31,20,98,1,12,83,13,28,26,69,41,84,74,53,24,79,86,83,5,69
2019-04-03,70,94,26,78,68,87,69,85,35,15,36,81,13,63,98,89,67,79,11,49
2019-04-04,53,78,28,10,69,49,84,48,84,50,78,72,26,30,89,23,69,14,75,22
2019-04-05,59,56,20,49,87,68,99,78,64,56,93,52,40,83,94,47,13,60,74,37
2019-04-06,74,53,30,62,38,78,0,81,30,95,75,24,97,49,52,90,91,69,97,32
2019-04-07,23,2,34,60,30,57,4,35,74,10,71,76,56,88,95,3,67,23,40,62
2019-04-08,71,84,70,77,59,11,2,52,71,10,42,25,56,39,20,0,32,51,92,22
2019-04-09,51,56,64,32,9,92,95,43,58,2,4,7,73,22,18,0,2,40,54,57
2019-04-10,45,45,75,28,23,85,68,47,27,13,3,85,59,4,15,27,26,54,39,88
2019-04-11,71,91,86,92,98,31,20,16,62,68,8,82,78,62,43,15,50,15,60,30
2019-04-12,24,44,58,36,96,0,91,0,21,99,72,64,72,40,78,15,79,93,85,73
2019-04-13,65,52,39,86,64,43,78,5,81,81,22,3,71,19,99,0,22,4,78,57
2019-04-14,84,96,61,23,9,86,24,89,87,62,60,95,75,68,43,48,38,94,63,78
2019-04-15,3,85,41,73,4,89,65,45,30,31,30,13,46,45,41,70,41,8,85,42
2019-04-16,65,92,76,53,54,84,82,17,62,86,80,12,43,51,25,67,47,29,33,85
2019-04-17,86,81,91,95,49,9,80,63,38,97,33,90,59,3,86,76,64,61,21,21
2019-04-18,2,15,33,54,13,55,26,25,94,99,81,5,72,17,56,89,38,92,70,30
2019-04-19,9,81,45,7,10,96,24,96,68,30,38,77,43,7,22,86,69,50,24,47
2019-04-20,78,8,99,85,31,87,68,66,13,90,45,80,29,30,96,49,5,83,22,87
2019-04-21,91,7,58,98,93,52,68,60,20,65,33,33,41,85,23,25,0,15,97,43
2019-04-22,19,96,2,48,80,77,18,70,62,67,26,81,55,72,93,85,78,28,5,57
2019-04-23,3,71,73,56,16,87,59,51,56,8,74,6,57,16,20,23,1,89,80,3
2019-04-24,5,78,0,46,10,59,99,17,95,86,98,76,85,59,86,11,74,62,5,29
2019-04-25,21,40,19,27,29,59,13,24,31,44,3,99,30,28,55,85,45,24,56,48
2019-04-26,42,98,99,56,6,56,95,92,21,19,15,81,49,33,32,27,88,40,24,71
2019-04-27,63,71,82,10,0,5,70,93,33,78,72,97,47,16,76,81,70,86,37,69
2019-04-28,26,44,24,15,3,67,87,31,42,0,41,28,57,90,50,67,70,15,34,11
